symbol,symbol_1,symbol_2,ranking_stat,avg_adf,avg_freq,volume,industry_1,industry_2,sector_1,sector_2
LSI-SRCL,LSI,SRCL,80.72976011640668,0.28531514646237249,9.3200000000000003,177809.0,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
AIZ-BDX,AIZ,BDX,80.34687481216817,0.15243852271856098,7.4000000000000004,212123.0,Multi-line Insurance,Health Care Equipment & Services,Financials,Health Care
AIZ-R,AIZ,R,79.40204073284058,0.12966548083664542,7.4400000000000004,190686.0,Multi-line Insurance,Industrial Conglomerates,Financials,Industrials
ARG-CTAS,ARG,CTAS,79.20099002721508,0.25153930611635894,7.9199999999999999,143916.0,Industrial Gases,Diversified Commercial Services,Materials,Industrials
GWW-SRCL,GWW,SRCL,79.09322867775583,0.31439858137369858,7.5199999999999996,177809.0,Industrial Materials,Industrial Conglomerates,Industrials,Industrials
LSI-PEP,LSI,PEP,79.0041789568536,0.34743582670208972,8.3599999999999994,1845386.0,Semiconductors,Soft Drinks,Information Technology,Consumer Staples
SHW-SIAL,SHW,SIAL,78.97509574672723,0.20860066556473439,9.2400000000000002,209423.0,Specialty Chemicals,Diversified Chemicals,Materials,Materials
SRCL-TMK,SRCL,TMK,78.39975462026007,0.1960731641122069,8.3599999999999994,153397.0,Industrial Conglomerates,Life & Health Insurance,Industrials,Financials
IP-SNA,IP,SNA,78.1431720929428,0.19639289334368462,7.1600000000000001,69926.0,Paper Products,Household Appliances,Materials,Consumer Discretionary
FLS-VAR,FLS,VAR,78.13321811534115,0.15976470192977912,7.2800000000000002,214599.0,Industrial Machinery,Health Care Equipment & Services,Industrials,Health Care
CTAS-GPC,CTAS,GPC,78.11298763760696,0.17913594903794969,8.4000000000000004,283011.0,Diversified Commercial Services,Specialty Stores,Industrials,Consumer Discretionary
SCG-TEG,SCG,TEG,77.96987299156436,0.30790461186012591,8.0800000000000001,160270.0,Multi-Utilities & Unregulated Power,Gas Utilities,Utilities,Utilities
BRCM-TMK,BRCM,TMK,77.75992134437536,0.19122744032108321,6.7999999999999998,153397.0,Semiconductors,Life & Health Insurance,Information Technology,Financials
ROP-SHW,ROP,SHW,77.63594711089964,0.23562745806332008,8.1600000000000001,143471.0,Industrial Conglomerates,Specialty Chemicals,Industrials,Materials
ROP-WAT,ROP,WAT,77.60370293132726,0.25671657319705404,8.0,143471.0,Industrial Conglomerates,Health Care Distributors & Services,Industrials,Health Care
CTAS-HRL,CTAS,HRL,76.96465209961433,0.15462692775303385,7.6399999999999997,192258.0,Diversified Commercial Services,Packaged Foods & Meats,Industrials,Consumer Staples
ARG-VAR,ARG,VAR,76.85531664939853,0.20617571524881079,7.1200000000000001,143916.0,Industrial Gases,Health Care Equipment & Services,Materials,Health Care
BXP-TEG,BXP,TEG,76.41618009880365,0.22199499332458128,7.4000000000000004,160270.0,REITs,Gas Utilities,Financials,Utilities
CTAS-TMK,CTAS,TMK,76.37366045032653,0.21415475094234052,8.0399999999999991,153397.0,Diversified Commercial Services,Life & Health Insurance,Industrials,Financials
SHW-TMO,SHW,TMO,76.37168328885608,0.14972315814207765,7.7199999999999998,209423.0,Specialty Chemicals,Health Care Equipment & Services,Materials,Health Care
AIZ-SHW,AIZ,SHW,76.17053005109496,0.1496936727519099,7.7199999999999998,209423.0,Multi-line Insurance,Specialty Chemicals,Financials,Materials
LSI-PM,LSI,PM,76.11130924125496,0.23650851275758383,8.0800000000000001,1845386.0,Semiconductors,Tobacco,Information Technology,Consumer Staples
AZO-GPC,AZO,GPC,76.06714191888554,0.23044181680723025,7.8399999999999999,90678.0,Specialty Stores,Specialty Stores,Consumer Discretionary,Consumer Discretionary
AIZ-PPG,AIZ,PPG,75.82765890054382,0.18521649350826588,7.4000000000000004,212123.0,Multi-line Insurance,Diversified Chemicals,Financials,Materials
CTAS-GWW,CTAS,GWW,75.74167531858303,0.25658436623403902,7.6799999999999997,180537.0,Diversified Commercial Services,Industrial Materials,Industrials,Industrials
DOV-ROP,DOV,ROP,75.72616812819946,0.25108681442357927,7.7599999999999998,143471.0,Industrial Machinery,Industrial Conglomerates,Industrials,Industrials
CTAS-SIAL,CTAS,SIAL,75.72529307587752,0.20690916928030284,7.5999999999999996,249591.0,Diversified Commercial Services,Diversified Chemicals,Industrials,Materials
GPC-SIAL,GPC,SIAL,75.717448681684,0.22951548481403261,8.5600000000000005,249591.0,Specialty Stores,Diversified Chemicals,Consumer Discretionary,Materials
CTAS-GAS,CTAS,GAS,75.33166762293453,0.22555608941918259,7.2400000000000002,288647.0,Diversified Commercial Services,Gas Utilities,Industrials,Utilities
EFX-VMC,EFX,VMC,75.17300919929343,0.18266245469611636,7.6799999999999997,204041.0,Diversified Financial Services,Construction Materials,Financials,Materials
AIZ-DOV,AIZ,DOV,75.05938918242731,0.25939636544746164,6.9199999999999999,212123.0,Multi-line Insurance,Industrial Machinery,Financials,Industrials
PPG-SIAL,PPG,SIAL,75.00968477694988,0.1946099481842645,8.0,249591.0,Diversified Chemicals,Diversified Chemicals,Materials,Materials
SPG-TEG,SPG,TEG,74.75577854751707,0.18946407647807642,7.04,160270.0,REITs,Gas Utilities,Financials,Utilities
FDX-GWW,FDX,GWW,74.49564198976421,0.2168571016273447,7.0,180537.0,Air Freight & Logistics,Industrial Materials,Industrials,Industrials
BRCM-SHW,BRCM,SHW,74.39701869782337,0.19678849505950602,6.8399999999999999,209423.0,Semiconductors,Specialty Chemicals,Information Technology,Materials
ECL-SHW,ECL,SHW,74.15247028406876,0.18894999779430538,8.2400000000000002,209423.0,Specialty Chemicals,Specialty Chemicals,Materials,Materials
SJM-SRCL,SJM,SRCL,74.11996407413139,0.27299528193849482,7.5599999999999996,177809.0,Packaged Foods & Meats,Industrial Conglomerates,Consumer Staples,Industrials
BLL-SRCL,BLL,SRCL,74.03408924384003,0.17054292176315322,7.5999999999999996,177809.0,Metal & Glass Containers,Industrial Conglomerates,Materials,Industrials
AZO-UPS,AZO,UPS,73.75169379898902,0.12280866100658723,7.2000000000000002,90678.0,Specialty Stores,Air Freight & Logistics,Consumer Discretionary,Industrials
AIZ-VAR,AIZ,VAR,73.66810930641977,0.12320950418903771,7.2000000000000002,212123.0,Multi-line Insurance,Health Care Equipment & Services,Financials,Health Care
HAS-SHW,HAS,SHW,73.66715198818353,0.20777916021565918,7.2800000000000002,209423.0,Leisure Products,Specialty Chemicals,Consumer Discretionary,Materials
PX-SRCL,PX,SRCL,73.27740012426347,0.27183803231034437,7.5999999999999996,177809.0,Industrial Gases,Industrial Conglomerates,Materials,Industrials
CINF-TEG,CINF,TEG,73.27202121267239,0.16356854717783753,7.2400000000000002,160270.0,Property & Casualty Insurance,Gas Utilities,Financials,Utilities
DISCA-JEC,DISCA,JEC,73.2494456209571,0.16294228127628554,7.4400000000000004,302781.0,Broadcasting & Cable TV,Industrial Conglomerates,Consumer Discretionary,Industrials
ECL-SIAL,ECL,SIAL,73.05650214926582,0.22397142084989322,7.7599999999999998,249591.0,Specialty Chemicals,Diversified Chemicals,Materials,Materials
AAPL-LSI,AAPL,LSI,72.78530507666238,0.26102292699343665,8.1199999999999992,1845386.0,Computer Hardware,Semiconductors,Information Technology,Information Technology
HRS-IRM,HRS,IRM,72.7731267206184,0.19606039558549118,7.3600000000000003,185985.0,Telecommunications Equipment,Data Processing Services,Information Technology,Industrials
JEC-SHW,JEC,SHW,72.7276409230383,0.21954073317746278,7.7199999999999998,209423.0,Industrial Conglomerates,Specialty Chemicals,Industrials,Materials
CTAS-ROP,CTAS,ROP,72.7003437444875,0.17209835698045681,7.3600000000000003,143471.0,Diversified Commercial Services,Industrial Conglomerates,Industrials,Industrials
ARG-SRCL,ARG,SRCL,72.65351436401772,0.27376097169736752,7.4800000000000004,143916.0,Industrial Gases,Industrial Conglomerates,Materials,Industrials
AVY-VAR,AVY,VAR,72.6040741859001,0.1964557496657903,7.2400000000000002,214599.0,Paper Packaging,Health Care Equipment & Services,Materials,Health Care
FAST-ROP,FAST,ROP,72.59911408465393,0.16081206796411723,6.7199999999999998,143471.0,Building Products,Industrial Conglomerates,Industrials,Industrials
AIZ-GWW,AIZ,GWW,72.4908576577124,0.2375095441305034,7.0800000000000001,180537.0,Multi-line Insurance,Industrial Materials,Financials,Industrials
LLL-LMT,LLL,LMT,72.42456372796273,0.1887141959540235,7.4000000000000004,252295.0,Industrial Conglomerates,Aerospace & Defense,Industrials,Industrials
BF.B-GWW,BF.B,GWW,72.40059085959537,0.21457924836328413,7.6799999999999997,180537.0,Distillers & Vintners,Industrial Materials,Consumer Staples,Industrials
ROK-VMC,ROK,VMC,72.21808265937423,0.13243540898351877,7.1600000000000001,294440.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
AZO-PNW,AZO,PNW,72.1239080954782,0.207369976981987,7.0,90678.0,Specialty Stores,Multi-Utilities & Unregulated Power,Consumer Discretionary,Utilities
MON-SRCL,MON,SRCL,72.03583494118777,0.21923485789021752,7.1600000000000001,177809.0,Fertilizers & Agricultural Chemicals,Industrial Conglomerates,Materials,Industrials
LSI-SWY,LSI,SWY,71.98330343244632,0.2799535353068569,7.1200000000000001,1845386.0,Semiconductors,Food Retail,Information Technology,Consumer Staples
MAC-TEG,MAC,TEG,71.92824312858241,0.19631602814667087,7.6399999999999997,160270.0,Retail REITs,Gas Utilities,Financials,Utilities
PEG-TEG,PEG,TEG,71.88816141984952,0.32600695017642373,7.9199999999999999,160270.0,Multi-Utilities & Unregulated Power,Gas Utilities,Utilities,Utilities
AIZ-CTAS,AIZ,CTAS,71.70303620117443,0.15078206465420663,6.96,212123.0,Multi-line Insurance,Diversified Commercial Services,Financials,Industrials
CTAS-IFF,CTAS,IFF,71.70251631291671,0.24535343387634062,7.4400000000000004,164880.0,Diversified Commercial Services,Specialty Chemicals,Industrials,Materials
AIZ-TMK,AIZ,TMK,71.63674248762754,0.25208872711409253,8.1999999999999993,153397.0,Multi-line Insurance,Life & Health Insurance,Financials,Financials
ROP-VMC,ROP,VMC,71.54893346083196,0.18205810212990631,7.04,222548.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
GWW-SJM,GWW,SJM,71.5236451946809,0.39994666304584947,7.4800000000000004,180537.0,Industrial Materials,Packaged Foods & Meats,Industrials,Consumer Staples
COL-GWW,COL,GWW,71.50498264052835,0.24340613096801608,7.1600000000000001,180537.0,Industrial Conglomerates,Industrial Materials,Industrials,Industrials
PLL-SIAL,PLL,SIAL,71.46617315300227,0.24900548031907957,7.3600000000000003,249591.0,Industrial Conglomerates,Diversified Chemicals,Industrials,Materials
GPC-TMK,GPC,TMK,71.45873912707152,0.22523580365211418,8.1999999999999993,0,Specialty Stores,Life & Health Insurance,Consumer Discretionary,Financials
AZO-CINF,AZO,CINF,71.38748488063354,0.13891668341364796,7.4000000000000004,90678.0,Specialty Stores,Property & Casualty Insurance,Consumer Discretionary,Financials
L-SRCL,L,SRCL,71.27870140877691,0.1562984111966941,7.0800000000000001,177809.0,Multi-Sector Holdings,Industrial Conglomerates,Financials,Industrials
CERN-EFX,CERN,EFX,71.2765316969519,0.25266523910162259,7.5599999999999996,204041.0,Health Care Distributors & Services,Diversified Financial Services,Health Care,Financials
CSC-NTRS,CSC,NTRS,71.2121224781979,0.19174828868932109,6.5199999999999996,512500.0,IT Consulting & Services,Diversified Financial Services,Information Technology,Financials
MTB-VAR,MTB,VAR,71.18722091765218,0.13868429140125355,6.7199999999999998,214599.0,Banks,Health Care Equipment & Services,Financials,Health Care
ACT-FRX,ACT,FRX,71.04253888268175,0.20069280377856447,7.4800000000000004,787483.0,Pharmaceuticals,Pharmaceuticals,Health Care,Health Care
BLK-CMG,BLK,CMG,70.99002561749404,0.24294336841623976,6.5999999999999996,124536.0,Diversified Financial Services,Restaurants,Financials,Consumer Discretionary
HRL-PSA,HRL,PSA,70.97052466260104,0.16424481090115922,7.4400000000000004,192258.0,Packaged Foods & Meats,REITs,Consumer Staples,Financials
CTAS-JWN,CTAS,JWN,70.88580407922414,0.11469934495386433,7.2400000000000002,288647.0,Diversified Commercial Services,Department Stores,Industrials,Consumer Discretionary
IFF-SRCL,IFF,SRCL,70.82441212346532,0.24070507381042472,7.04,164880.0,Specialty Chemicals,Industrial Conglomerates,Materials,Industrials
AIG-TMK,AIG,TMK,70.72222334402215,0.21114085278242301,7.5999999999999996,153397.0,Property & Casualty Insurance,Life & Health Insurance,Financials,Financials
MTB-TMK,MTB,TMK,70.57930439608299,0.22675103683631284,7.6399999999999997,153397.0,Banks,Life & Health Insurance,Financials,Financials
APH-GWW,APH,GWW,70.57651539045635,0.3075884748496131,7.6799999999999997,180537.0,Electrical Components & Equipment,Industrial Materials,Industrials,Industrials
ARG-SJM,ARG,SJM,70.56029502874324,0.20147891055728612,7.0,143916.0,Industrial Gases,Packaged Foods & Meats,Materials,Consumer Staples
COL-ROP,COL,ROP,70.54767405176669,0.14473575700829142,7.1200000000000001,143471.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
ROP-TMK,ROP,TMK,70.51805995426761,0.23270198203760159,7.7199999999999998,143471.0,Industrial Conglomerates,Life & Health Insurance,Industrials,Financials
APD-SRCL,APD,SRCL,70.50102626254007,0.29414401821315495,7.0800000000000001,177809.0,Industrial Gases,Industrial Conglomerates,Materials,Industrials
ROP-SNA,ROP,SNA,70.47993082739151,0.23082543328272589,7.5199999999999996,69926.0,Industrial Conglomerates,Household Appliances,Industrials,Consumer Discretionary
FITB-NTRS,FITB,NTRS,70.4297825507966,0.11883174557884145,6.6799999999999997,558797.0,Banks,Diversified Financial Services,Financials,Financials
VAR-WFC,VAR,WFC,70.31912996358962,0.1442552061156048,5.7999999999999998,214599.0,Health Care Equipment & Services,Banks,Health Care,Financials
TEG-VNO,TEG,VNO,70.30354029523667,0.21148724789890075,7.0,160270.0,Gas Utilities,REITs,Utilities,Financials
ARG-XRAY,ARG,XRAY,70.25705172972741,0.23324149378561601,6.7599999999999998,143916.0,Industrial Gases,Health Care Supplies,Materials,Health Care
FDX-LSI,FDX,LSI,70.20953566297976,0.1288527039491569,7.1600000000000001,1285287.0,Air Freight & Logistics,Semiconductors,Industrials,Information Technology
AON-BRCM,AON,BRCM,70.1608932952888,0.17183256177554854,6.5199999999999996,534983.0,Insurance Brokers,Semiconductors,Financials,Information Technology
AME-GWW,AME,GWW,70.13105378757821,0.18844896356753835,7.0,180537.0,Electrical Components and Equipment,Industrial Materials,Industrials,Industrials
MAR-SIAL,MAR,SIAL,70.12668331282485,0.15820045187926093,6.6399999999999997,249591.0,"Hotels, Resorts & Cruise Lines",Diversified Chemicals,Consumer Discretionary,Materials
GWW-RAI,GWW,RAI,70.11205948707604,0.32259839594523393,6.7199999999999998,180537.0,Industrial Materials,Tobacco,Industrials,Consumer Staples
CTAS-SHW,CTAS,SHW,70.10455138955027,0.19766698245602021,7.4800000000000004,209423.0,Diversified Commercial Services,Specialty Chemicals,Industrials,Materials
NKE-SHW,NKE,SHW,70.10427671634406,0.12228288437876784,7.2800000000000002,209423.0,"Apparel, Accessories & Luxury Goods",Specialty Chemicals,Consumer Discretionary,Materials
CMI-TMK,CMI,TMK,70.08063105625607,0.3149441710151662,7.0800000000000001,153397.0,Industrial Machinery,Life & Health Insurance,Industrials,Financials
CTAS-PLL,CTAS,PLL,70.07136113407871,0.2513087885380112,7.2400000000000002,280485.0,Diversified Commercial Services,Industrial Conglomerates,Industrials,Industrials
FDX-WAT,FDX,WAT,70.01584933129402,0.19271724610084945,7.1600000000000001,171164.0,Air Freight & Logistics,Health Care Distributors & Services,Industrials,Health Care
CTAS-L,CTAS,L,69.98659427668125,0.16771791359852753,6.5999999999999996,288647.0,Diversified Commercial Services,Multi-Sector Holdings,Industrials,Financials
AIZ-FDX,AIZ,FDX,69.96315489954142,0.1222047630968274,6.7599999999999998,212123.0,Multi-line Insurance,Air Freight & Logistics,Financials,Industrials
GWW-HRL,GWW,HRL,69.94305330252338,0.15262183375397317,7.9199999999999999,180537.0,Industrial Materials,Packaged Foods & Meats,Industrials,Consumer Staples
GPC-IFF,GPC,IFF,69.89479830050877,0.16661948220023035,7.5599999999999996,164880.0,Specialty Stores,Specialty Chemicals,Consumer Discretionary,Materials
CMI-ROP,CMI,ROP,69.8581499248838,0.26533800777662547,6.8399999999999999,143471.0,Industrial Machinery,Industrial Conglomerates,Industrials,Industrials
GWW-JEC,GWW,JEC,69.84974528538699,0.18243249804040168,7.04,180537.0,Industrial Materials,Industrial Conglomerates,Industrials,Industrials
GWW-HON,GWW,HON,69.83683312141194,0.2169436620533729,7.5199999999999996,180537.0,Industrial Materials,Industrial Conglomerates,Industrials,Industrials
AIZ-PNC,AIZ,PNC,69.79739188853303,0.20915559202517911,6.3200000000000003,212123.0,Multi-line Insurance,Banks,Financials,Financials
DD-SHW,DD,SHW,69.78778715777118,0.16044487858568834,7.2000000000000002,209423.0,Diversified Chemicals,Specialty Chemicals,Materials,Materials
AIZ-WAT,AIZ,WAT,69.77269001634416,0.16826437819028642,7.1600000000000001,171164.0,Multi-line Insurance,Health Care Distributors & Services,Financials,Health Care
FDX-SJM,FDX,SJM,69.71691631507248,0.29923154061544671,7.0800000000000001,288762.0,Air Freight & Logistics,Packaged Foods & Meats,Industrials,Consumer Staples
EFX-TMK,EFX,TMK,69.707254423219,0.27376078248822927,7.0800000000000001,153397.0,Diversified Financial Services,Life & Health Insurance,Financials,Financials
ALL-SRCL,ALL,SRCL,69.67820271424662,0.23872254389348324,6.9199999999999999,177809.0,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
ETN-PLL,ETN,PLL,69.62924739857701,0.19666815526337886,6.5199999999999996,280485.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
CF-SRCL,CF,SRCL,69.58648490554461,0.30377286826450273,6.96,177809.0,Fertilizers & Agricultural Chemicals,Industrial Conglomerates,Materials,Industrials
GWW-WAT,GWW,WAT,69.54882655889998,0.29712399453375204,7.4000000000000004,171164.0,Industrial Materials,Health Care Distributors & Services,Industrials,Health Care
CINF-SRCL,CINF,SRCL,69.53335150457026,0.22594326182919844,7.3600000000000003,177809.0,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
CTAS-EBAY,CTAS,EBAY,69.52039900871937,0.13831633244712371,6.8799999999999999,288647.0,Diversified Commercial Services,Internet Software & Services,Industrials,Information Technology
CSC-PSX,CSC,PSX,69.51536411395583,0.20117183342974973,6.5999999999999996,512500.0,IT Consulting & Services,Oil & Gas Refining & Marketing & Transportation,Information Technology,Energy
GAS-MAC,GAS,MAC,69.50986001224359,0.27238466889782226,6.6799999999999997,309305.0,Gas Utilities,Retail REITs,Utilities,Financials
CTAS-ZMH,CTAS,ZMH,69.48550410985993,0.19272424412471409,7.4000000000000004,288647.0,Diversified Commercial Services,Health Care Equipment & Services,Industrials,Health Care
ARG-BCR,ARG,BCR,69.46189445470694,0.19626025878303208,7.3600000000000003,143916.0,Industrial Gases,Health Care Equipment & Services,Materials,Health Care
CTAS-PCP,CTAS,PCP,69.46125535634616,0.23349031499114289,7.5599999999999996,288647.0,Diversified Commercial Services,Industrial Conglomerates,Industrials,Industrials
SHW-XLNX,SHW,XLNX,69.3919238250123,0.12436293623777277,6.6399999999999997,209423.0,Specialty Chemicals,Semiconductors,Materials,Information Technology
DD-GWW,DD,GWW,69.3841519826452,0.2093419524466367,7.2800000000000002,180537.0,Diversified Chemicals,Industrial Materials,Materials,Industrials
JEC-SRCL,JEC,SRCL,69.32084866532706,0.18246554279150529,6.8399999999999999,177809.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
AZO-TEG,AZO,TEG,69.30149079527774,0.25568965578239905,6.9199999999999999,90678.0,Specialty Stores,Gas Utilities,Consumer Discretionary,Utilities
FITB-TMK,FITB,TMK,69.25126082512816,0.18708145471972876,7.4400000000000004,153397.0,Banks,Life & Health Insurance,Financials,Financials
AZO-SCG,AZO,SCG,69.22694643176038,0.26384548382554401,7.1200000000000001,90678.0,Specialty Stores,Multi-Utilities & Unregulated Power,Consumer Discretionary,Utilities
JWN-SHW,JWN,SHW,69.16707711648225,0.19691505555383337,7.3600000000000003,209423.0,Department Stores,Specialty Chemicals,Consumer Discretionary,Materials
DOV-TMK,DOV,TMK,69.16334508352725,0.2157633051173278,7.0,153397.0,Industrial Machinery,Life & Health Insurance,Industrials,Financials
AAPL-SRCL,AAPL,SRCL,69.00329319930509,0.23416351746238756,7.4400000000000004,177809.0,Computer Hardware,Industrial Conglomerates,Information Technology,Industrials
AZO-LSI,AZO,LSI,68.98287279566365,0.19462542231423119,7.7599999999999998,90678.0,Specialty Stores,Semiconductors,Consumer Discretionary,Information Technology
BLL-CTAS,BLL,CTAS,68.79984696437242,0.21806593323854351,7.6399999999999997,288647.0,Metal & Glass Containers,Diversified Commercial Services,Materials,Industrials
FOXA-HRS,FOXA,HRS,68.76191342374305,0.15932514826014355,6.1600000000000001,185985.0,Publishing,Telecommunications Equipment,Consumer Discretionary,Information Technology
PRGO-TMK,PRGO,TMK,68.75591894398738,0.19999731272315668,6.5199999999999996,153397.0,Pharmaceuticals,Life & Health Insurance,Health Care,Financials
ROP-VAR,ROP,VAR,68.73730929950428,0.17127110537206877,6.5999999999999996,143471.0,Industrial Conglomerates,Health Care Equipment & Services,Industrials,Health Care
GWW-PLL,GWW,PLL,68.73534823997883,0.17371067051715605,7.6799999999999997,180537.0,Industrial Materials,Industrial Conglomerates,Industrials,Industrials
ORLY-SIAL,ORLY,SIAL,68.7223967972362,0.14529987826023308,7.2400000000000002,249591.0,Specialty Stores,Diversified Chemicals,Consumer Discretionary,Materials
AZO-LLL,AZO,LLL,68.68211070930253,0.21359233828349691,7.1200000000000001,90678.0,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
CSX-TMK,CSX,TMK,68.67342889685378,0.30680607761448153,7.5999999999999996,153397.0,Railroads,Life & Health Insurance,Industrials,Financials
GWW-PCP,GWW,PCP,68.67075387488559,0.29712968248469829,7.1600000000000001,180537.0,Industrial Materials,Industrial Conglomerates,Industrials,Industrials
FDX-VAR,FDX,VAR,68.66251395630171,0.17153524494687133,6.8399999999999999,214599.0,Air Freight & Logistics,Health Care Equipment & Services,Industrials,Health Care
LSI-PSA,LSI,PSA,68.65140230290785,0.26628024750496077,7.7599999999999998,322547.0,Semiconductors,REITs,Information Technology,Financials
SHW-VMC,SHW,VMC,68.60999946528831,0.12962535303521297,7.1200000000000001,209423.0,Specialty Chemicals,Construction Materials,Materials,Materials
CSC-ORLY,CSC,ORLY,68.59343346027158,0.15536414889077346,6.96,282365.0,IT Consulting & Services,Specialty Stores,Information Technology,Consumer Discretionary
TMK-VAR,TMK,VAR,68.57009317514388,0.20948240482105004,6.7599999999999998,153397.0,Life & Health Insurance,Health Care Equipment & Services,Financials,Health Care
GWW-TMK,GWW,TMK,68.54647097761026,0.34832737374968076,7.4000000000000004,153397.0,Industrial Materials,Life & Health Insurance,Industrials,Financials
LSI-MTB,LSI,MTB,68.52465791145397,0.23076041068496078,7.4400000000000004,258563.0,Semiconductors,Banks,Information Technology,Financials
LLL-SRCL,LLL,SRCL,68.52412323575157,0.29704748544257653,7.4000000000000004,177809.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
BAC-NTRS,BAC,NTRS,68.52029413979291,0.20744738293920023,6.1600000000000001,558797.0,Banks,Diversified Financial Services,Financials,Financials
BF.B-CTAS,BF.B,CTAS,68.47656777061208,0.2002157244825549,7.1600000000000001,222375.0,Distillers & Vintners,Diversified Commercial Services,Consumer Staples,Industrials
AIZ-SWK,AIZ,SWK,68.40952203718649,0.18116527510216054,6.1600000000000001,212123.0,Multi-line Insurance,Household Appliances,Financials,Consumer Discretionary
BLK-JEC,BLK,JEC,68.40137437776406,0.21365107850340442,6.6399999999999997,196226.0,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
AIZ-IFF,AIZ,IFF,68.36892290588418,0.20045476482973934,6.4800000000000004,164880.0,Multi-line Insurance,Specialty Chemicals,Financials,Materials
CTAS-PNC,CTAS,PNC,68.35091596713808,0.23191536806252017,6.4800000000000004,288647.0,Diversified Commercial Services,Banks,Industrials,Financials
AZO-SRCL,AZO,SRCL,68.30987659450122,0.26370022726879538,6.8799999999999999,90678.0,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
CTAS-ROST,CTAS,ROST,68.25951559774764,0.2029121226394395,7.2000000000000002,288647.0,Diversified Commercial Services,Apparel Retail,Industrials,Consumer Discretionary
GWW-JWN,GWW,JWN,68.22747851504536,0.15922960659396806,6.8799999999999999,180537.0,Industrial Materials,Department Stores,Industrials,Consumer Discretionary
FRX-VRTX,FRX,VRTX,68.20829085895882,0.13576476117327352,6.7599999999999998,769615.0,Pharmaceuticals,Biotechnology,Health Care,Health Care
CNP-VAR,CNP,VAR,68.08609942096204,0.20886163556815895,6.4000000000000004,214599.0,Multi-Utilities & Unregulated Power,Health Care Equipment & Services,Utilities,Health Care
AZO-IFF,AZO,IFF,68.05861835301118,0.14050212695680694,7.1600000000000001,90678.0,Specialty Stores,Specialty Chemicals,Consumer Discretionary,Materials
PNC-ROP,PNC,ROP,68.02980373913107,0.24776200895511824,6.4800000000000004,143471.0,Banks,Industrial Conglomerates,Financials,Industrials
